Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,667817,-,-,-,18.17,-98.1,-6,1229,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2014,1,1,0,30,11,0,0,0,0,10,0,0,0,0,96.53,174.97,0.12905000150203705,870.0,1.964,274.0,1.2000000000000002
2014,1,1,1,30,10,0,0,0,0,9,0,0,0,0,100.0,166.45000000000002,0.12905000150203705,870.0,1.944,271.0,1.2000000000000002
2014,1,1,2,30,10,0,0,0,0,9,0,0,0,0,98.21000000000001,152.9,0.12905000150203705,870.0,1.92,268.8,1.1
2014,1,1,3,30,9,0,0,0,0,9,0,0,0,0,100.0,139.11,0.12905000150203705,870.0,1.8980000000000001,268.8,1.1
2014,1,1,4,30,9,0,0,0,0,9,0,0,0,0,100.0,125.35000000000001,0.12905000150203705,870.0,1.885,270.1,1.1
2014,1,1,5,30,9,0,0,0,0,8,0,0,0,0,99.44,111.71000000000001,0.12905000150203705,870.0,1.887,271.6,1.1
2014,1,1,6,30,9,0,0,0,0,8,0,0,0,0,98.58,98.3,0.12905000150203705,870.0,1.9040000000000001,272.8,1.4000000000000001
2014,1,1,7,30,12,24,405,58,0,8,24,405,0,58,81.08,85.26,0.12905000150203705,870.0,1.932,274.7,2.0
2014,1,1,8,30,16,51,761,276,0,9,51,761,0,276,64.25,72.8,0.12905000150203705,870.0,1.954,280.1,2.0
2014,1,1,9,30,20,64,893,493,0,9,64,893,0,493,50.550000000000004,61.28,0.12905000150203705,870.0,1.959,307.6,1.8
2014,1,1,10,30,23,71,955,668,0,8,71,955,0,668,40.69,51.38,0.12905000150203705,870.0,1.952,358.0,1.8
2014,1,1,11,30,24,76,985,783,0,8,76,985,0,783,37.300000000000004,44.18,0.12905000150203705,870.0,1.955,26.1,1.9000000000000001
2014,1,1,12,30,25,82,987,826,0,8,82,987,0,826,34.45,41.15,0.12905000150203705,860.0,1.973,45.900000000000006,2.1
2014,1,1,13,30,26,83,975,795,0,7,83,975,0,795,31.78,43.18,0.12905000150203705,860.0,1.998,58.1,2.3000000000000003
2014,1,1,14,30,25,81,944,692,0,7,81,944,0,692,33.13,49.64,0.12905000150203705,860.0,2.029,66.2,2.4000000000000004
2014,1,1,15,30,24,74,882,527,0,7,74,882,0,527,34.67,59.1,0.12905000150203705,860.0,2.069,73.5,2.4000000000000004
2014,1,1,16,30,22,62,759,317,0,7,62,759,0,317,39.07,70.35000000000001,0.12905000150203705,860.0,2.101,80.0,1.8
2014,1,1,17,30,19,36,457,94,0,10,36,457,0,94,56.36,82.66,0.12905000150203705,860.0,2.113,84.9,1.0
2014,1,1,18,30,17,0,0,0,0,10,0,0,0,0,67.75,95.61,0.12905000150203705,860.0,2.1,87.2,0.7000000000000001
2014,1,1,19,30,17,0,0,0,0,11,0,0,0,0,67.96000000000001,108.96000000000001,0.12905000150203705,860.0,2.064,83.10000000000001,0.6000000000000001
2014,1,1,20,30,17,0,0,0,0,10,0,0,0,0,64.97,122.56,0.12905000150203705,860.0,2.013,71.9,0.5
2014,1,1,21,30,16,0,0,0,0,9,0,0,0,0,65.15,136.31,0.12905000150203705,860.0,1.959,41.900000000000006,0.5
2014,1,1,22,30,16,0,0,0,0,9,0,0,0,0,64.33,150.11,0.12905000150203705,860.0,1.9080000000000001,0.5,0.5
2014,1,1,23,30,15,0,0,0,0,9,0,0,0,0,67.88,163.78,0.12905000150203705,860.0,1.869,340.3,0.6000000000000001
2014,1,2,0,30,13,0,0,0,0,9,0,0,0,0,77.53,175.02,0.12905000150203705,860.0,1.842,321.6,0.7000000000000001
2014,1,2,1,30,13,0,0,0,0,9,0,0,0,0,77.94,166.58,0.12905000150203705,860.0,1.826,309.90000000000003,0.7000000000000001
2014,1,2,2,30,12,0,0,0,0,9,0,0,0,0,83.47,153.02,0.12905000150203705,860.0,1.825,301.8,0.8
2014,1,2,3,30,12,0,0,0,0,9,0,0,0,0,83.52,139.21,0.12905000150203705,860.0,1.841,296.6,0.8
2014,1,2,4,30,12,0,0,0,0,9,0,0,0,0,83.44,125.44,0.12905000150203705,860.0,1.862,290.8,0.8
2014,1,2,5,30,11,0,0,0,7,9,0,0,0,0,88.92,111.8,0.12905000150203705,860.0,1.875,281.2,0.8
2014,1,2,6,30,11,0,0,0,8,9,0,0,0,0,88.63,98.38,0.12905000150203705,870.0,1.8820000000000001,271.40000000000003,0.8
2014,1,2,7,30,14,26,340,54,0,9,26,340,0,54,75.9,85.33,0.12905000150203705,870.0,1.8940000000000001,264.0,1.0
2014,1,2,8,30,18,59,716,270,7,10,69,620,0,252,60.54,72.85000000000001,0.12905000150203705,870.0,1.9160000000000001,256.7,1.1
2014,1,2,9,30,21,74,857,486,0,9,74,857,0,486,46.59,61.31,0.12905000150203705,870.0,1.938,225.10000000000002,1.0
2014,1,2,10,30,23,84,925,661,0,8,84,925,0,661,38.99,51.38,0.12905000150203705,870.0,1.948,207.3,1.1
2014,1,2,11,30,24,89,958,777,0,7,89,958,0,777,35.67,44.14,0.12905000150203705,870.0,1.953,203.0,1.1
2014,1,2,12,30,25,88,974,823,0,7,88,974,0,823,32.87,41.07,0.12905000150203705,860.0,1.962,205.10000000000002,1.2000000000000002
2014,1,2,13,30,26,87,967,794,0,7,87,967,0,794,30.42,43.06,0.12905000150203705,860.0,1.984,216.20000000000002,1.3
2014,1,2,14,30,26,84,936,692,0,7,84,936,0,692,30.11,49.5,0.12905000150203705,860.0,2.021,232.5,1.8
2014,1,2,15,30,25,78,870,527,0,7,78,870,0,527,31.98,58.96,0.12905000150203705,860.0,2.089,246.20000000000002,2.5
2014,1,2,16,30,22,65,740,316,3,7,144,174,0,204,39.32,70.22,0.12905000150203705,860.0,2.192,254.70000000000002,3.0
2014,1,2,17,30,19,39,423,94,0,9,39,423,0,94,53.410000000000004,82.53,0.12905000150203705,860.0,2.308,259.7,3.5
2014,1,2,18,30,17,0,0,0,0,10,0,0,0,0,66.52,95.48,0.12905000150203705,860.0,2.363,262.3,4.1000000000000005
2014,1,2,19,30,15,0,0,0,0,11,0,0,0,0,77.5,108.83,0.12905000150203705,870.0,2.332,263.8,4.5
2014,1,2,20,30,14,0,0,0,0,10,0,0,0,0,82.09,122.44,0.12905000150203705,870.0,2.2600000000000002,262.8,4.1000000000000005
2014,1,2,21,30,13,0,0,0,0,10,0,0,0,0,84.58,136.2,0.12905000150203705,870.0,2.181,260.3,3.8000000000000003
2014,1,2,22,30,12,0,0,0,0,9,0,0,0,0,85.55,150.01,0.12905000150203705,870.0,2.113,257.7,3.4000000000000004
2014,1,2,23,30,11,0,0,0,0,8,0,0,0,0,86.47,163.70000000000002,0.12905000150203705,870.0,2.068,256.40000000000003,3.0
2014,1,3,0,30,11,0,0,0,1,8,0,0,0,0,82.44,175.08,0.12905000150203705,870.0,2.037,255.70000000000002,2.9000000000000004
2014,1,3,1,30,10,0,0,0,0,7,0,0,0,0,84.75,166.71,0.12905000150203705,870.0,2.011,255.3,3.2
2014,1,3,2,30,10,0,0,0,0,7,0,0,0,0,81.67,153.13,0.12905000150203705,870.0,1.98,255.9,3.5
2014,1,3,3,30,9,0,0,0,0,6,0,0,0,0,84.73,139.32,0.12905000150203705,860.0,1.941,256.90000000000003,3.8000000000000003
2014,1,3,4,30,9,0,0,0,0,6,0,0,0,0,82.76,125.54,0.12905000150203705,870.0,1.901,258.1,4.0
2014,1,3,5,30,9,0,0,0,0,5,0,0,0,0,80.96000000000001,111.88,0.12905000150203705,870.0,1.864,258.8,4.1000000000000005
2014,1,3,6,30,9,0,0,0,0,5,0,0,0,0,79.45,98.46000000000001,0.12905000150203705,870.0,1.831,258.90000000000003,4.3
2014,1,3,7,30,10,25,371,55,0,5,25,371,0,55,73.34,85.39,0.12905000150203705,870.0,1.799,259.1,4.800000000000001
2014,1,3,8,30,12,54,747,274,0,5,54,747,0,274,64.6,72.89,0.12905000150203705,870.0,1.7750000000000001,259.6,5.4
2014,1,3,9,30,15,67,887,493,0,5,67,887,0,493,54.29,61.34,0.12905000150203705,870.0,1.7670000000000001,260.0,5.5
2014,1,3,10,30,18,74,954,670,0,6,74,954,0,670,45.550000000000004,51.370000000000005,0.12905000150203705,870.0,1.762,260.90000000000003,5.300000000000001
2014,1,3,11,30,19,77,988,787,0,6,77,988,0,787,43.12,44.09,0.12905000150203705,870.0,1.754,262.5,5.0
2014,1,3,12,30,20,77,1002,834,0,6,77,1002,0,834,40.68,40.97,0.12905000150203705,870.0,1.7510000000000001,263.8,4.800000000000001
2014,1,3,13,30,21,76,997,806,0,6,76,997,0,806,38.300000000000004,42.93,0.12905000150203705,860.0,1.748,264.90000000000003,4.7
2014,1,3,14,30,20,72,973,705,0,6,72,973,0,705,40.79,49.36,0.12905000150203705,860.0,1.741,266.2,4.7
2014,1,3,15,30,19,65,920,542,0,6,65,920,0,542,43.38,58.82,0.12905000150203705,860.0,1.729,267.5,4.9
2014,1,3,16,30,16,54,812,331,0,6,54,812,0,331,52.43,70.07000000000001,0.12905000150203705,860.0,1.711,267.5,5.0
2014,1,3,17,30,13,33,540,104,0,6,33,540,0,104,63.980000000000004,82.39,0.12905000150203705,860.0,1.682,267.1,5.0
2014,1,3,18,30,11,0,0,0,0,6,0,0,0,0,72.85000000000001,95.35000000000001,0.12905000150203705,870.0,1.6500000000000001,267.5,4.800000000000001
2014,1,3,19,30,9,0,0,0,0,6,0,0,0,0,82.32000000000001,108.71000000000001,0.12905000150203705,870.0,1.625,269.90000000000003,4.5
2014,1,3,20,30,9,0,0,0,0,5,0,0,0,0,81.27,122.32000000000001,0.12905000150203705,870.0,1.608,272.8,4.2
2014,1,3,21,30,9,0,0,0,0,5,0,0,0,0,80.32000000000001,136.09,0.12905000150203705,870.0,1.584,272.40000000000003,3.9000000000000004
2014,1,3,22,30,8,0,0,0,1,5,0,0,0,0,85.12,149.91,0.12905000150203705,870.0,1.553,270.7,3.5
2014,1,3,23,30,8,0,0,0,0,5,0,0,0,0,84.57000000000001,163.62,0.12905000150203705,870.0,1.5310000000000001,268.7,3.2
2014,1,4,0,30,7,0,0,0,0,5,0,0,0,0,90.18,175.14000000000001,0.12905000150203705,870.0,1.5170000000000001,266.2,2.8000000000000003
2014,1,4,1,30,7,0,0,0,0,5,0,0,0,0,89.85000000000001,166.84,0.12905000150203705,870.0,1.491,263.40000000000003,2.5
2014,1,4,2,30,7,0,0,0,0,5,0,0,0,0,89.52,153.24,0.12905000150203705,870.0,1.45,262.5,2.3000000000000003
2014,1,4,3,30,7,0,0,0,0,5,0,0,0,0,89.24,139.42000000000002,0.12905000150203705,860.0,1.411,265.1,2.3000000000000003
2014,1,4,4,30,7,0,0,0,0,5,0,0,0,0,88.91,125.63000000000001,0.12905000150203705,870.0,1.3840000000000001,269.1,2.2
2014,1,4,5,30,6,0,0,0,0,5,0,0,0,0,94.74,111.97,0.12905000150203705,870.0,1.363,272.0,2.0
2014,1,4,6,30,7,0,0,0,0,5,0,0,0,0,88.03,98.53,0.12905000150203705,870.0,1.351,273.3,2.0
2014,1,4,7,30,10,23,438,57,0,5,23,438,0,57,72.26,85.45,0.12905000150203705,870.0,1.347,275.3,2.3000000000000003
2014,1,4,8,30,14,48,797,281,0,5,48,797,0,281,56.56,72.94,0.12905000150203705,870.0,1.335,278.0,2.0
2014,1,4,9,30,19,59,926,503,0,5,59,926,0,503,42.480000000000004,61.36,0.12905000150203705,870.0,1.311,277.5,0.9
2014,1,4,10,30,23,66,988,683,0,5,66,988,0,683,32.25,51.36,0.12905000150203705,870.0,1.2790000000000001,295.8,0.4
2014,1,4,11,30,24,69,1018,802,0,4,69,1018,0,802,28.36,44.04,0.12905000150203705,860.0,1.2550000000000001,99.80000000000001,1.0
2014,1,4,12,30,25,70,1030,849,0,4,70,1030,0,849,25.740000000000002,40.87,0.12905000150203705,860.0,1.245,105.10000000000001,1.4000000000000001
2014,1,4,13,30,26,70,1022,821,0,3,70,1022,0,821,23.57,42.800000000000004,0.12905000150203705,860.0,1.243,108.7,1.7000000000000002
2014,1,4,14,30,25,69,994,718,0,3,69,994,0,718,24.38,49.22,0.12905000150203705,860.0,1.249,111.5,1.8
2014,1,4,15,30,24,64,938,552,0,2,64,938,0,552,25.37,58.67,0.12905000150203705,860.0,1.2610000000000001,117.10000000000001,1.7000000000000002
2014,1,4,16,30,22,54,828,338,0,2,54,828,0,338,28.400000000000002,69.93,0.12905000150203705,860.0,1.2730000000000001,124.0,1.3
2014,1,4,17,30,19,32,556,107,0,8,32,556,0,107,48.95,82.25,0.12905000150203705,860.0,1.283,127.9,0.9
2014,1,4,18,30,17,0,0,0,0,6,0,0,0,0,50.74,95.22,0.12905000150203705,860.0,1.294,139.0,0.7000000000000001
2014,1,4,19,30,16,0,0,0,0,6,0,0,0,0,52.92,108.59,0.12905000150203705,860.0,1.305,192.20000000000002,0.6000000000000001
2014,1,4,20,30,14,0,0,0,0,6,0,0,0,0,61.97,122.2,0.12905000150203705,860.0,1.314,256.2,0.8
2014,1,4,21,30,13,0,0,0,0,7,0,0,0,0,69.38,135.98,0.12905000150203705,860.0,1.322,274.90000000000003,1.1
2014,1,4,22,30,12,0,0,0,0,8,0,0,0,0,77.01,149.81,0.12905000150203705,860.0,1.326,279.5,1.2000000000000002
2014,1,4,23,30,11,0,0,0,0,8,0,0,0,0,83.92,163.54,0.12905000150203705,860.0,1.321,282.7,1.1
2014,1,5,0,30,11,0,0,0,1,8,0,0,0,0,84.13,175.20000000000002,0.12905000150203705,860.0,1.309,283.1,1.0
2014,1,5,1,30,10,0,0,0,7,8,0,0,0,0,89.60000000000001,166.97,0.12905000150203705,860.0,1.288,281.1,1.0
